College Name,Place,Logo Link
Eastern Theological College,"Jorhat, Assam",https://images.collegedunia.com/public/college_data/images/logos/1425982369mabnhhgvvcc.jpg?h=43&w=43&mode=stretch
JD Institute of Fashion Technology,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/16157206661063619022609797325925507596622073736999478n.jpg?h=43&w=43&mode=stretch
Assam Govt Homoeopathic Medical College and Hospital - [AHMCH],"Nagaon, Assam",https://images.collegedunia.com/public/college_data/images/logos/1424421906ashams.jpg?h=43&w=43&mode=stretch
College of Veterinary Science,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1425018684images.jpg?h=43&w=43&mode=stretch
Regional Dental College,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1640245520LogoofRegionalDentalCollegeGuwahati.jpg?h=43&w=43&mode=stretch
Dispur Law College,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1424865115Capture.jpg?h=43&w=43&mode=stretch
JB Law College,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1422696828logo.jpg?h=43&w=43&mode=stretch
North Lakhimpur Law College,"Lakhimpur, Assam",https://images.collegedunia.com/public/college_data/images/logos/1423552540zoutons-online-coupons.jpg?h=43&w=43&mode=stretch
Gauhati Medical College and Hospital - [GMCH],"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1416052198logo1.jpg?h=43&w=43&mode=stretch
National Institute of Pharmaceutical Education And Research - [NIPER],"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1487050003niperlogo.jpg?h=43&w=43&mode=stretch
Assam Medical College,"Dibrugarh, Assam",https://images.collegedunia.com/public/college_data/images/logos/1700025846logomain1.png?h=43&w=43&mode=stretch
Jorhat Medical College - [JMC],"Jorhat, Assam",https://images.collegedunia.com/public/college_data/images/logos/col10596.jpg?h=43&w=43&mode=stretch
Silchar Medical College - [SMC],"Silchar, Assam",https://images.collegedunia.com/public/college_data/images/logos/1428388181jpeg.jpg?h=43&w=43&mode=stretch
Army Institute of Nursing - [AIN],"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1477301995col11288.jpg?h=43&w=43&mode=stretch
Asian Institute of Nursing Education - [AINE],"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1424781247jpeg.jpg?h=43&w=43&mode=stretch
CKB Commerce College,"Jorhat, Assam",https://images.collegedunia.com/public/college_data/images/logos/col15678.jpg?h=43&w=43&mode=stretch
DHSK Commerce College,"Dibrugarh, Assam",https://images.collegedunia.com/public/college_data/images/logos/col15719.jpg?h=43&w=43&mode=stretch
Nalbari Commerce College,"Nalbari, Assam",https://images.collegedunia.com/public/college_data/images/logos/1394086179Nalbari Commerce College.png?h=43&w=43&mode=stretch
Barama College,"Baksa, Assam",https://images.collegedunia.com/public/college_data/images/logos/col16422.jpg?h=43&w=43&mode=stretch
Barbhag College,"Nalbari, Assam",https://images.collegedunia.com/public/college_data/images/logos/139866551016423.JPG?h=43&w=43&mode=stretch
Birjhora Mahavidyalaya Degree and Science College,"Bongaigaon, Assam",https://images.collegedunia.com/public/college_data/images/logos/139866837116448.JPG?h=43&w=43&mode=stretch
Assam Institute of Management - [AIM],"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1644496700aimLogo.jpg?h=43&w=43&mode=stretch
Ataur Rahman College of Education - [ARCE],"Barpeta, Assam",https://images.collegedunia.com/public/asset/img/placeholders/logo_placeholder_70X70.png?h=43&w=43&mode=stretch
Baihata Chariali BEd College,"Nalbari, Assam",https://images.collegedunia.com/public/college_data/images/logos/1425291851jpeg.jpg?h=43&w=43&mode=stretch
Diphu BEd College,"Karbi Anglong, Assam",https://images.collegedunia.com/public/college_data/images/logos/1424434431Capture12.jpg?h=43&w=43&mode=stretch
Gossaigaon BEd College,"Kokrajhar, Assam",https://images.collegedunia.com/public/asset/img/placeholders/logo_placeholder_70X70.png?h=43&w=43&mode=stretch
Govt Shikshan Mahavidyalaya,"Nagaon, Assam",https://images.collegedunia.com/public/asset/img/placeholders/logo_placeholder_70X70.png?h=43&w=43&mode=stretch
Kaliabor College of Education,"Nagaon, Assam",https://images.collegedunia.com/public/asset/img/placeholders/logo_placeholder_70X70.png?h=43&w=43&mode=stretch
Krishna Bora BEd College,"Nagaon, Assam",https://images.collegedunia.com/public/college_data/images/logos/14279525403.jpg?h=43&w=43&mode=stretch
Patharkandi College of Education,"Karimganj, Assam",https://images.collegedunia.com/public/college_data/images/logos/1428145826logo 325r.png?h=43&w=43&mode=stretch
SDP College of Teacher Education,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1426236789ilk.png?h=43&w=43&mode=stretch
Abhayapuri College,"Bongaigaon, Assam",https://images.collegedunia.com/public/college_data/images/logos/1423716427Abhayapuri-College-Logo.jpg?h=43&w=43&mode=stretch
Sibsagar College,"Sibsagar, Assam",https://images.collegedunia.com/public/college_data/images/logos/1426749940Capture.jpg?h=43&w=43&mode=stretch
Kaziranga University - [KU],"Jorhat, Assam",https://images.collegedunia.com/public/college_data/images/logos/1657957365logo2.png?h=43&w=43&mode=stretch
Krishna Kanta Handiqui State Open University - [KKHSOU],"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1420871274zoutons-online-coupons.jpg?h=43&w=43&mode=stretch
National Law University and Judicial Academy - [NLUJAA],"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1440667806Selection_108.png?h=43&w=43&mode=stretch
Tezpur University - [TU],"Tezpur, Assam",https://images.collegedunia.com/public/college_data/images/logos/uv25401.jpg?h=43&w=43&mode=stretch
Dibrugarh Polytechnic - [DP],"Dibrugarh, Assam",https://images.collegedunia.com/public/college_data/images/logos/1596098788dplogo.png?h=43&w=43&mode=stretch
Silchar Polytechnic - [SILPO],"Cachar, Assam",https://images.collegedunia.com/public/college_data/images/logos/1596087552splogo.jpg?h=43&w=43&mode=stretch
Royal School of Commerce,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1428919096privait.jpg?h=43&w=43&mode=stretch
Tinsukia Commerce College - [TCC],"Tinsukia, Assam",https://images.collegedunia.com/public/college_data/images/logos/col47301.jpg?h=43&w=43&mode=stretch
Cotton University,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/15112678881395660654CottonCollege.png?h=43&w=43&mode=stretch
Directorate of Distance Education,"Dibrugarh, Assam",https://images.collegedunia.com/public/college_data/images/logos/1437128596images.jpg?h=43&w=43&mode=stretch
Academy Of Applied Arts - [AOAA],"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/14643553311464242936logo_21.png?h=43&w=43&mode=stretch
Gauhati Commerce College,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1470638992Untitled.1png.png?h=43&w=43&mode=stretch
Lala Rural College - [LRC],"Hailakandi, Assam",https://images.collegedunia.com/public/college_data/images/logos/1478244663lojo.jpg?h=43&w=43&mode=stretch
Third Eye College - [TEC],"Guwahati, Assam",https://images.collegedunia.com/public/asset/img/placeholders/logo_placeholder_70X70.png?h=43&w=43&mode=stretch
Fakhruddin Ali Ahmed Medical College and Hospital - [FAAMCH],"Barpeta, Assam",https://images.collegedunia.com/public/college_data/images/logos/1482829083Logo_of_FAAMC.jpeg?h=43&w=43&mode=stretch
Tezpur Medical College & Hospital - [TMC],"Tezpur, Assam",https://images.collegedunia.com/public/college_data/images/logos/1483681492dsew.png?h=43&w=43&mode=stretch
Lokanayak Omeo Kumar Das College - [LOKD],"Sonitpur, Assam",https://images.collegedunia.com/public/college_data/images/logos/1486978308logo.jpg?h=43&w=43&mode=stretch
Nalbari College,"Nalbari, Assam",https://images.collegedunia.com/public/college_data/images/logos/1487059370NalbariCollegelogo.png?h=43&w=43&mode=stretch
Assam University,"Diphu, Assam",https://images.collegedunia.com/public/college_data/images/logos/1487140600e1.jpg?h=43&w=43&mode=stretch
Pub Kamrup College,"Kamrup, Assam",https://images.collegedunia.com/public/college_data/images/logos/14872200673.jpg?h=43&w=43&mode=stretch
Tihu College,"Tihu, Assam",https://images.collegedunia.com/public/college_data/images/logos/1487571441lo2.png?h=43&w=43&mode=stretch
Gargaon College,"Sivasagar, Assam",https://images.collegedunia.com/public/college_data/images/logos/1487683685TheGargaonCollegeSivasagar.jpg?h=43&w=43&mode=stretch
Doomdooma College,"Dibrugarh, Assam",https://images.collegedunia.com/public/college_data/images/logos/1487761034999999999999999999999999999999999999999.jpg?h=43&w=43&mode=stretch
lumding college,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1487842710Logo.jpg?h=43&w=43&mode=stretch
Bilasipara College,"Dhubri, Assam",https://images.collegedunia.com/public/college_data/images/logos/1487830043BilasiparaCollegeLogo.jpg?h=43&w=43&mode=stretch
North Lakhimpur College,"Lakhimpur, Assam",https://images.collegedunia.com/public/college_data/images/logos/1487832342logo1.png?h=43&w=43&mode=stretch
K.C. Das Commerce College,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1487832798a.jpg?h=43&w=43&mode=stretch
Gurucharan College,"Silchar, Assam",https://images.collegedunia.com/public/college_data/images/logos/1487846283logo123.png?h=43&w=43&mode=stretch
Kumar Bhaskar Varma Sanskrit and Ancient Studies University - [KBVSASU],"Hatinamati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1487921688f2.jpg?h=43&w=43&mode=stretch
Nowgong Girls' College,"Nagaon, Assam",https://images.collegedunia.com/public/college_data/images/logos/1491828480logo..jpg?h=43&w=43&mode=stretch
Inter National Institute of Fashion Design - [INIFD],"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1493386174Logo.jpg?h=43&w=43&mode=stretch
Bodoland University,"Kokrajhar, Assam",https://images.collegedunia.com/public/college_data/images/logos/1511941556lojo.png?h=43&w=43&mode=stretch
Assam Rajiv Gandhi University of Cooperative Management - [ARGUCOM],"Sivasagar, Assam",https://images.collegedunia.com/public/college_data/images/logos/1695819012Screenshot20230927181738.jpg?h=43&w=43&mode=stretch
Institute of Distance and Open Learning,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1534850446images.jpg?h=43&w=43&mode=stretch
Don Bosco University Global Center for Open & Distance Education,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1543554591donboscologo.jpg?h=43&w=43&mode=stretch
Centre for Open and Distance Learning - [CODL],"Napaam, Assam",https://images.collegedunia.com/public/college_data/images/logos/1543920283tlogo.png?h=43&w=43&mode=stretch
Pune Institute of Business Management - [PIBM],"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1617089547LOGO2.png?h=43&w=43&mode=stretch
Mangaldai Commerce College,"Darrang, Assam",https://images.collegedunia.com/public/college_data/images/logos/1564809374ezgif.comcrop1.jpg?h=43&w=43&mode=stretch
Krishnaguru Adhyatmik Visvavidyalaya,"Barpeta, Assam",https://images.collegedunia.com/public/college_data/images/logos/1646220356JVHJHJ.jpg?h=43&w=43&mode=stretch
Mahapurusha Srimanta Sankaradeva Viswavidyalaya,"Nagaon, Assam",https://images.collegedunia.com/public/college_data/images/logos/1584114292logoq.png?h=43&w=43&mode=stretch
Srimanta Sankaradeva University of Health Sciences - [SSUHS],"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1584430987ssuhslogo.jpg?h=43&w=43&mode=stretch
Furkating College - [FC],"Golaghat, Assam",https://images.collegedunia.com/public/college_data/images/logos/1594364386fclogo.png?h=43&w=43&mode=stretch
P.C.P.S. Girls' Polytechnic,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1598703013pcplogo.png?h=43&w=43&mode=stretch
Nowgong Polytechnic,"Nagaon, Assam",https://images.collegedunia.com/public/college_data/images/logos/1599199358logo.png?h=43&w=43&mode=stretch
Goalpara Polytechnic,"Goalpara, Assam",https://images.collegedunia.com/public/college_data/images/logos/1599200594goal3.jpg?h=43&w=43&mode=stretch
Nalbari Polytechnic,"Nalbari, Assam",https://images.collegedunia.com/public/college_data/images/logos/1599207748assamlogo.jpg?h=43&w=43&mode=stretch
Residential Girls Polytechnic-[RGP],"Golaghat, Assam",https://images.collegedunia.com/public/college_data/images/logos/1599214642Assampat.jpg?h=43&w=43&mode=stretch
Barpeta Polytechnic,"Barpeta, Assam",https://images.collegedunia.com/public/asset/img/placeholders/logo_placeholder_70X70.png?h=43&w=43&mode=stretch
Assam Textile Institute - [ATI],"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1599284664logoATI.png?h=43&w=43&mode=stretch
sonitpur polytechnic,"Sonitpur, Assam",https://images.collegedunia.com/public/college_data/images/logos/1599458110latestlogo.png?h=43&w=43&mode=stretch
Sibsagar Polytechnic,"Sibsagar, Assam",https://images.collegedunia.com/public/college_data/images/logos/1599471442latestlogo.jpg?h=43&w=43&mode=stretch
Dhemaji Polytechnic,"Dhemaji, Assam",https://images.collegedunia.com/public/college_data/images/logos/1599466853dhemaji.jpg?h=43&w=43&mode=stretch
Golaghat Polytechnic,"Golaghat, Assam",https://images.collegedunia.com/public/college_data/images/logos/1599470777images.jpg?h=43&w=43&mode=stretch
Karimjang Polytechnic,"Karimganj, Assam",https://images.collegedunia.com/public/college_data/images/logos/1599481264699634382349205705198664543538406345408512n.jpg?h=43&w=43&mode=stretch
Lakhimpur Polytechnic College,"Lakhimpur, Assam",https://images.collegedunia.com/public/college_data/images/logos/1599641596infra2.jpg?h=43&w=43&mode=stretch
National Institute of Design - [NID],"Jorhat, Assam",https://images.collegedunia.com/public/college_data/images/logos/1600238434NIDlogo.png?h=43&w=43&mode=stretch
Madhabdev University,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1600509345Logo.jpg?h=43&w=43&mode=stretch
Baksa Polytechnic,"Baksa, Assam",https://images.collegedunia.com/public/college_data/images/logos/1600689737bplogo.jpg?h=43&w=43&mode=stretch
Institute of Advanced Management - [IAM],"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1652775693logo.png?h=43&w=43&mode=stretch
NEPEDS Group of Institutions,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1610968068croppedlogo.png?h=43&w=43&mode=stretch
PEWS Group of Institutions,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1612857194Logo.jpg?h=43&w=43&mode=stretch
Jettwings Group of Institutes,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1704701605WhatsAppImage20240105at1.33.51PM2.jpeg?h=43&w=43&mode=stretch
Majuli University of Culture,"Majuli, Assam",https://images.collegedunia.com/public/college_data/images/logos/1616649909logo.png?h=43&w=43&mode=stretch
Rabindranath Tagore University,"Golaghat, Assam",https://images.collegedunia.com/public/college_data/images/logos/1616660879logo2.png?h=43&w=43&mode=stretch
Arya Nursing College,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1620388401LOGOOO.jpg?h=43&w=43&mode=stretch
CEC,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1620735181download.jpg?h=43&w=43&mode=stretch
Indian Institute For Finance And Management - [IIFM],"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1626323181259.jpg?h=43&w=43&mode=stretch
Jettwings School of Aviation,"Kamrup, Assam",https://images.collegedunia.com/public/college_data/images/logos/1704701302WhatsAppImage20240105at1.33.52PM.jpeg?h=43&w=43&mode=stretch
Jettwings Business School,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1704701762WhatsAppImage20240105at1.33.51PM.jpeg?h=43&w=43&mode=stretch
Jettwings Institute of Aviation and Hospitality Management,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1704702572WhatsAppImage20240105at1.33.51PM1.jpeg?h=43&w=43&mode=stretch
NEF College of Pharmacy,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1632826007download.jpg?h=43&w=43&mode=stretch
Pratiksha Institute of Pharmaceutical Sciences - [PIPS],"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1635582294PIPS.png?h=43&w=43&mode=stretch
Tinsukia Polytechnic,"Tinsukia, Assam",https://images.collegedunia.com/public/college_data/images/logos/1636972017download.jpg?h=43&w=43&mode=stretch
Gateway Institute of Hotel Management,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1640679471logo.png?h=43&w=43&mode=stretch
J.B. Institute of Pharmacy - [JBIP],"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1641556845JBPharmacyLogowhite5.png?h=43&w=43&mode=stretch
NEF College,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1644294665NEFCOLLEGEofMANAGEMENTandTECHNOLOGYGuwahati.jpg?h=43&w=43&mode=stretch
Flywayy Institute of Air Hostess Training - [FIAT],"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1645585473logo.png?h=43&w=43&mode=stretch
Guwahati Institute of Technology - [GIT],"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1646656990index.png?h=43&w=43&mode=stretch
Province College,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1646735074ZYPRO1558380200.jpg?h=43&w=43&mode=stretch
Girijananda Chowdhury Institute of Pharmaceutical Science -[GIPS],"Tezpur, Assam",https://images.collegedunia.com/public/college_data/images/logos/1647332793index.png?h=43&w=43&mode=stretch
North Guwahati College,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1647951986Screenshot20220322175441.png?h=43&w=43&mode=stretch
Guwahati Institute of Fashion Technology - [GIFT],"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1648104052Screenshot20220324120226.png?h=43&w=43&mode=stretch
NIEM The Institute Of Event Management,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1648536848logo1.png?h=43&w=43&mode=stretch
Assam Down Town University Campus - powered by Sunstoneâ€™s,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1650969081logo1.png?h=43&w=43&mode=stretch
The College of Aeronautical Engineering,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1654234564logo.37eec9961.png?h=43&w=43&mode=stretch
Dhemaji Girl's College -[DGC],"Dhemaji, Assam",https://images.collegedunia.com/public/college_data/images/logos/16570120031467606.jpg?h=43&w=43&mode=stretch
Barnagar College-[BARNC],"Sorbhog, Assam",https://images.collegedunia.com/public/college_data/images/logos/1657020019download4.jpg?h=43&w=43&mode=stretch
Daffodil College of Horticulture,"Kamrup, Assam",https://images.collegedunia.com/public/college_data/images/logos/1658153126Screenshot20220718193511.png?h=43&w=43&mode=stretch
Dona International Institute of Assam,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1679990513diialogo.jpg?h=43&w=43&mode=stretch
CIPET: Centre for Skilling and Technical Support - [CSTS],"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/16843995563409722509706989407324955037850273940154102n.jpg?h=43&w=43&mode=stretch
Pratiksha Institute of Allied Health Sciences - [PIAHS],"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/16909662488d5b76ea219148349200c001734480c4.png?h=43&w=43&mode=stretch
Pragjyotishpur University - [PJU],"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1691222733Untitled.png?h=43&w=43&mode=stretch
Nemcare Group Of Institutions - [NGI],"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1693805277androidicon192x192.png?h=43&w=43&mode=stretch
Regional College of Paramedical Health Sciences - [RCPHS],"Kamrup, Assam",https://images.collegedunia.com/public/college_data/images/logos/1695620768Screenshot20230925110359.jpg?h=43&w=43&mode=stretch
Assam Institute of Hotel Management - [AIHM],"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1695886503Untitled.png?h=43&w=43&mode=stretch
Only Chef - The School of Culinary Arts,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1695896594Untitled.png?h=43&w=43&mode=stretch
Apollo College Of Nursing,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1697446844apollohospitalguwahati.jpg?h=43&w=43&mode=stretch
School of Business,"Guwahati, Assam",https://images.collegedunia.com/public/college_data/images/logos/1709551997image6.png?h=43&w=43&mode=stretch
